"SP2_ball_received_T","dv1_OE_game_satisfaction","dv1_oe_playtime_satisfaction","dv1_oe_earnings_satisfaction","dv1_oe_treasurer_behavior","dv1_oe_sp2_behavior","dv1_oe_message_to_treasurer","exp_condition"
"8","No. I failed to know how to control my character (Sp1). What did it mean when the characters were lit up in yellow. Why did sp2 receive the ball more times that I did? The impression that it left me with is that it was fixed and I was always going to receive less points than sp2.","No, I wanted much more. I felt that if I understood how to 'play' the game then when I was playing the game I could have gain much more points and therefore much more $$$. I wish it went a bit slower and a tutorial was presented to me before the game began.","Not satisfied. I gave all the instructions 100% on my concentration and focus an for the game to go very very quickly, gave me the impression that I was watching a video, that I was a witness rather than a participant. I didn't feel satisfactory to me, I wish I could have went back and run it again.","I think the behaviour was one sided, SP2 received the ball many, many more times that I did. This meant I earned less than them and I also failed to know (and learn) how to control my character and how to bump up my points and therefore $ payment. I disliked the behaviour of the treasurer, I wish I could re-do the game - in my favour this time.","I very much dislike sp2, even it they are a bot/cpu/AI. The 'game' felt one-sided and rigged against me and I had little opportunity to earn and points. I lacked the knowledge of how to direct the ball to me (sp1) and how to return it to the treasurer but SP2 seemed to play the game very well (in its favour).","I would say it was unfair, the ball was not pasted to me in the same number of times as it was passed to sp2. It felt biased towards them and I was overlooked and subsequently underpaid. I think it was a poor performance by the treasurer and its unfair and should be looked into/investigated.",3
"12","I feel like it wasn't that fair, as the treasurer chose to throw to the other player 60% more than throwing it to me. I am not entirely satisfied because I feel that the rules were not clearly laid out and the game definitely was not fair for all players involved. ","No, I feel like it should have been even and evenly distributed. Since there were no real rules on how many times someone could throw the ball to a player or they have to alternate players - it's not fair and I know others would also get upset if what happened to me would happen to them. ","No, because now I know how much the other player made and I feel like I was slighted the amount of money. They made 40 cent more than me for doing the same amount of work that I did - I feel that this is extremely unfair and needs to be fixed. ","I feel that that the treasurer showed favoritism and the rules were not laid out directly. I only received the ball four times, while the other player received the ball twelve times. I feel like I could have been selfish and held onto the ball after recognizing the favoritism that happened. ","I feel like they did what everyone else would do. The treasurer is really in control of this game and decides on how much money the other players receive. SP2 knew they would not get any money by throwing the ball to me, so they were basically forced to keep passing to the treasurer. ","I would ask them why they are choosing to throw to SP2 instead of me. I would also ask would it not be fair to throw to both of us evenly. I would also want to know what kind of compensation that the treasurer received and why they chose one player over the other. ",2
"8","I found that the experience was good, and I am satisfied with the outcome. Each player got to play an equal number of turns, and we received the same outcome. I thought this was a fair game, which didn't seem one-sided. No one person dominated the game on their own.","Yes, I am satisfied with how much I got to play because it seemed fair. Both of us had turns throwing the ball, and we both earned the same amount of coins. The outcome was fair for both parties. I think if one of us got to play more, it wouldn't be fair. ","It was a fair amount considering all I had to do was click a button to toss the ball. I didn't have to solve any puzzles or word formulas, so it is a fair amount for doing a very letter amount of work. Clicking the button was not tht hard.","I liked how they switched it up and just didn't throw the ball back and forth to each of us. Sometimes I would receive the ball two times in a row, and other times I had to wait an extra term. It made the game outcome less predictable and more interesting. ","SP2 played a good game and didn't cheat or anything like that. They threw the ball to the treasurer in a timely manner, and we both got to play the game. We received the same score, so all things considered, they were fair. SP2 had normal behavior and did nothing out of the ordinary. ","I think the treasurer did a good job switching back and forth between SP1 and SP2. They had a good pace and kept the game fair. Each person received the ball an equal number of times and had an opportunity to return the ball to the treasurer. It was a fair game. ",1
"8","Yes it seemed like a very fair game of passing a ball and in the end both players earned the exact same amount of points. The treasurer passed the ball to both players and most times this was done in turns from one to the other player ensuring equality throughout","Yes I am satisfied with how much I got to play. It seemed at most times that the treasurer was passing the ball and alternating the player he or she threw the ball to. I felt like i receved the ball the same amount of times as player no 2.","yes i am very satisfied with the amount of money I made in this game as it was the same amount of money that player no 2 also made in the game. As a result this seems like the best and most fair outcome we both could have hoped for","I feel that during the game that the treasurer behaved fairly to both player 2 and myself as player 1. The treasurer consistently alternated between tossing the ball to myself and player number 2. This met my expectations and it was a fair outcome so I don't wish he or she behaved differently","During the game player no 2 did not pass the ball to me but I also didn't pass the ball to player no 2. So we behaved the same as each other which I think is fair as we were both aiming to earn as many points as possible in the task","If I could speak to the Treasurer and describe my reactions then I would say that they played well and kept it fair throughout the game and passed the pass equally between myself and player number 2. I would thank them for the way they played and treated each player equally",1
"8","I think the game seemed quite fair, although did feel quite long at certain points, and I wasn't sure where the ball was going to go. I got the same amount of coins as SP2 so it did feel fair, and got the same outcome too as they did so all good.","Yes I was satisfied, it was a direct split in how often I and SP2 got the ball so it seemed fair. The order was quite sporadic so wasn't sure if it would be fair but overall it was super equal and fair. We both got rewarded equally which was great.","Yes I am. I think the bonus was a great addition for not much work and always nice to have a little extra on top of challenges. Nice that both me and someone else got a fair bonus but of course wouldn't have minded if I had got the chance to get some more coins.","I think they were incredibly fair, and split the allocation of the ball throwing to each player perfectly equally, and gave us both an equal chance to return the ball to the treasurer and earn the coin for doing so as part of the challenge. I did think the treasurer would give to the opponent more but I was surprised they didn't.","I think SP2 played the game in the exact same way as I did. I would hope if given the choice, they wouldn't have surrendered some of their coins for me to lose mine as they would also miss out. They didn't throw to me and miss out on any coins, but neither or wouldn't I.","I would question if they were keeping track of how many times the ball was passed to each player, as it was perfectly fair and if it was I would thank them for doing so which meant that SP2 and I both got equal opportunity to get the coin bonus.",1
"8","I do feel satisfied with the way the game had went, as i believe the treasurer was being fair throughout the game, by giving equal amounts of throws to both myself and SP2. I feel as though it was the right decision therefore, not to reduce my counterparts earnings in the second part of the task.","I am very satisfied with how much i got to play the game. I had initially thought that i would be excluded from the game and wouldnt get many chances to play, but the treasurer was fair throughout the game and had given equal amounts of throws to both myself and the second player","I am satisfied with the amount i made. I would of liked to have made more, but i cannot complain as my counterpart had made the same amount. For the sake of sportsmanship and fairness, this is the reason i decided not to reduce the amount my partner had made, as well as reducing my own amount of earnings.","I did like the way that the treasurer played in the game. I thought that they showed fairness and integrity by giving equal amounts of throws and opportunities to both of the players of the game. I was a little skeptical at the start that they would play the game this way, but was glad that they did so.","I wouldnt say that I disliked the way SP2 played, as i had played the same way. Knowing that no money can be made by passing the ball to myself and visa versa, made it clear that the only clear and sensible decision for them, and for when it was also my turn, was to pass the ball back to the treasurer.","I would say thank you for playing the game with fairness and allowing both players to have an equal amount of time and opportunity to pass the ball back to them and make the same amount of bonus each. I think it was a great way to conduct themselves throughout the game.",1
"8","No, because there was no situation in which I could win, the treasurer made it so basically they chose which person would win, because it was up to them which way the ball was thrown. there was no scenario in which I could have influenced my win, it was based solely on luck","No, because I didn't get any ability to influence the chances in which I would gain more points, the wins would only be determined on what the treasurer decided. I didnt get to click unless the treasurer tossed the ball to me, so the engagement was not very exciting at all.","No, because there was nothing i could to to impact the outcome unless it meant not giving as much money to someone who earned the same amount of points as i did. it didn't make it fair to decide that I earned more for no apparent reason. the gameplay doesnt make sense","No, because it felt very stagnant. it was thrown at me, i throw back, thrown at sp2, thrown back. there was no different outcome except when they tossed it back to me. we ended with  the same amount of points. it would be much more enjoyable if it was more random. ","They reacted just as much as I did. There was nothing they or i could to to impact the outcome of this game, unless i costed myself points. they ever passed it to me and i never passed it to them. it doesnt make sense and nothing they could have done would have hellped them win","I would tell them to make it more random who they threw it at. Theres absolutely no guessing with the way they did things. The game was boring because i could predict a pattern, and it almost seemed like they intentionally made it a tie. It would be more enjoyable if it was random",1
"12","i was frustrated as the ball rarely passed to me so could not earn as many points, i was bored just sitting there watching the others play waiting for me to be able to join in the game, i wish i had better options to be able to join in more","not satisfied as i did not have a fair share of the passes, the treasurer and player 2 mainly just passed the ball to one another whilst i was left watching and hoping i would be able to join in and earn a few points as well, very frustrating to be honest","fairly happy as it all counts but more would have been better, if i could have made the same as player 2 i would have felt much happier though, it did not feel very fair and although happy i got the ball a few times more would have been better","i thought it was a little one sided and favoured player 2 more , they could have been fairer and passed the ball more equally between the 2 players as they was not getting points so it did not matter to them who he passed the ball too, was not a good game player","they just did what they could to earn themselves the most money available to them so understand their actions but still think they could have shared the ball more so everyone got a fairer shot of the points available, they was being a little selfish but do understand why they would do that","i would tell them to be fairer and give both players the same chances, they chose to help one player more than the other one so was quite biased i think,they needed to help everyone by passing the ball equally between the 2 players, it made me feel a little rejected ",3
"12","I was rather unsatisfied with how the game progressed as I did not get the ball passed to me as much as the other player. From the beginning it started I noticed that there is nothing stopping the treasurer from favouring one player over the other which made it bias.","I am quite unsatisfied as it seemed like the treasurer was deliberately excluding me from the playing session and favouring the other player for some unknown reason which was rather frustrating. It almost seemed like they were in kahoots and knew eachother outside of this game somehow which is unlikely.","No as I made less than half of what the second player made and it was not equally distributed at all. I dislike the fact that there was nothing I could do and absolutely no strategy involved in the game. I even checked to see if I could throw to player 2 again.","If I was in the treasurer's position I would've made an effort to pass the ball to each player equally however this treasurer was extremely bias and only passed to player 2 which I disliked. I felt as if I had been disrespected and not taken seriously by the treasurer.","Interestingly, I did harbour some dislike of the second player during the game but after recollection I realise they also had no control over the games outcome so I do not have anything against them. However, it is unclear if they had different rules to me which could be possible.","I would say that I am annoyed that they were so bias playing this game and ask them why they favoured throwing the ball to the second player. I do not appreciate your actions but also would like to know if you earn't any money somehow, perhaps you had different rules.",2
"2","yes, i am as I got a lot more points then expected. It was lot easier than expected but would've loved to know more details in order to get more points to meet my target. It was satisfying as i surpassing SP2 by quite a large margin. i am thoroughly satisfied","no. i would've liked to play more. I was not given enough time in order to surpass my score, as i know having another chance would've allowed me to better the results and for me to improve a lot more. It was well explained but not well interperted on my part.","Yes, as that was the best outcome i could get. Since both parties benefited, it was quite satisfying to know that we both left with portions that reflected the results i got in the game. I would've wanted more but when both players benefit then that becomes a way better outcome","it was played quite fairly so yes i am. i could have done better though and i wish i could've played faster. The treasurer did however give me a bit of doubt as i wanted to get a lot more bigger results, so he behaved fairly but not in a way i expected ","played to the best of their ability, not really as expected and i wouldn't have done anything better. By knowing their initial thought process and patterns, it would have been a lot easier to understand their behaviour and move accordingly, so i could be more satisfied with reacting SP2 to the game","I would've wanted a little more collaboration and advice. By understanding the treasurers thought process and understanding his body language in order to move accordingly. By having a better understanding of the treasure and reading his patterns then it would have been a lot more easier yo react the right way",1
"8","Satisfied because I got all the points possible.  I could have done no better.  The game was rigged so it was impossible to screw up.  It was kinda dull though.  I mean I couldn't drop the ball or miss with the throw and the same wasa true for the other guy.","It was a little tedious so if the game ended earlier it would not have bothered me.  I was given the ball the same amount of times as the other guy so no complaints there, it was a fair distribution.  It would have be better tohave a bit of variation, a way to steal the ball or drop it","It's a pittance.  So in that sense dissatisfied.  But according to the rules of the game it was the maximum I was allowed to win so in that way it was satisfactory.  But I wouldn't normally cross the street for 40 cents.  I'd need at least a dollar to do that.","The treasurer acted in a very fair and equitable manner.  He and or she distributed the ball equally to my self and to the other guy.  The so called treasurer made sure we each came away with maximum payments.  But while fair, he was eminentaly predicable and therfore a boring actor.","SP2 was just an automoton.  Or if he or she wasn't, if he or she was in fact human, they behaved exactly as expected.  After all, they were given no choice.  They couldn't throw the ball to me for instance just to break the monotony.  They nad no choice at all.","I would say, 'Hey, buddy, can you mix it up a bit?  You know, throw underhanded or overhanded or lob it and toss a fast ball or something.  Do something to add some element of doubt to the game, make it harder for me or the other guy to catch the ball.  Or maybe sometime throw a rock which we had to duck instead of catch.""",1
"12","It would have been nicer to have received the ball a few more times - it could have been a bit fairer that way. The game would have been far more interesting both to watch and also to participate in. It would have been a better all-round game for everyone. ","As I mentioned above, in many ways, I think I could have been throw the ball quite a few more times so it matched the number of times Player 2 received the ball. If this had been a bit closer, the match would have been more interactive and engaging for all involved.","Yes, it's not too bad. I think the rewards should have been more even though! The money wasn't the main aspect. I think the participation in the game and overall effort to understand the rules meant that both players are geared up to play so the money wasn't the main aspect.","I wish they behaved in a more just and fair way. It would have been a better game as much of the time I was just watching the game as an observer. The behaviour was fine as I received some of the throws but this would have been more engaging for everyone if the Treasurer had acted differently. ","They were absolutely fine in my opinion. I don't really think they did that much wrong! They played the game in the best possible way, which made sense to increase their winnings as much as possible. They did pretty well and made the right choices in terms of who to throw to.","I would just say that it would have been way more fun to have played a bit more and received the ball more times. This would have made sure that everyone had a fair chance of participating in the game. It would have been more interesting on a whole with everyone equally involved.",3
"8","I think the game went well . I am satisfied with it . I was actually glad that it seemed like I received the ball an equal amount of time from the treasure compared to player 2. I also like that Player 2 also tossed me the ball and did not just pass it to the treasure.","I am not completely satisfied with how much I got to play. I feel like my gameplay time could have been longer . Maybe they could have included a timer that let me know how much time I got to pay instead of just cutting me off at a point, cold turkey","I wish I could have made more money ,but I have to say that I am overall satisfied with the money I made. I essentially earned money while getting to play a fun game and I actually did not remember that I was earning money at a certain point, just remembered to pass ball to treasurer.","I think that the treasurer had fair behavior during the game. I like how it behaved and seemed to pass the ball equally to me and the other player. It exceeded my expectations because I thought it was going to be biased on passing the ball to only player 2.","I liked how player 2 acted during the game. It exceeded my expectations. I thought that player 2 was only going to pass ball to the treasurer. I wish they would have passed me the ball more often than they did so I could make a lot more money than them.","I would tell the treasurer that their choices during the game seemed very balanced and fair to everyone involved. It looked like the ball was passed to both players an equal number of times throughout the session. This made the game feel consistent because I always knew I would get another turn soon.",4
"8","The game went fine.  We both received the ball an even amount of times.  We each threw the ball to the treasurer 8 times.  Nothing surprising happened.  I don't have strong feelings about how the game went.  it went as expected.  I think everything was done fairly.  No big deal.","I am satisfied by how much I got to play.  The playing time was split evenly.  I guess the treasurer got to play more than the standard players, but that was fine.  I wouldn't have minded if the game went a little faster.  It was a little slower than I expected.","Yes, I am satisfied with the bonus.  Both myself and SP2 received the same amount, so that seems completely fair.  I would have played longer for more money, but it wasn't a choice.  I am always pretty happy with any bonus in addition to the basic sum I make for playing a game.","Treasurer played fairly.  They tossed the ball to both players an equal amount of time.  There might have been once where the treasurer threw the ball to SP2 twice in a row, but we each ended up with the same amount of points so it all evened out.  It was all good.","I think SP2 behaved like I would expect.  Each time they received the ball, they threw it back to the treasurer, just like I did. It wouldn't help them to do anything else.  And since the treasurer was basically taking turns throwing us the ball, I didn't expect SP2 to throw it to me to make things even.","I would tell them that I thought they were objective in how they played the game.  They tossed the ball evenly to both of the other players, so it wasn't like they played favorites.  I appreciated that they didn't try to make one person upset and the other person happy.",1
"8","I believe the game was fair as the other player and I received the same amount of points overall and there was no favouritism. The game was also very simple, easy to understand and progressing through was easy. I did wonder how many turns the game would go on for as there wasn't any information on that.","Yes, as I had gotten the same amount as the other player and did not have to wait long times to get the ball or witness multiple throws between the treasurer and sp2 without having a go. The game was well paced and I did not have to wait long periods.","Yes, as I believe the task was very simple therefore a significant amount is not to be awarded so was not expecting a lot in the first place anyway. The amount of money was fair compared to the amount of time spent on the task and compared to how much sp2 earnt.","The treasurer behaved fairly during the game and did meet my expectations in terms of fairness in play. I do not think anything should have been done differently and was in fact expecting most of the throws to be given to sp2 after seeing the player get the ball first.","Sp2 met my expectations as they listened to the instructions and only threw it to the treasurer so they could gain points as if they had thrown it to me it would have caused them not to earn points and it would have been a wasted throw for both players. I did think they may pass the ball to me if there were many turns.","I would say thank you for being fair to both players and giving the same amount of throws and opportunity to earn the same bonus. Their fairness in throwing the ball meant I did not have to step in and pass the ball to sp2 to ensure they could earn the same and therefore the treasurer's behaviour caused for there not to be wasted throws between players.",1
"8","I am satisfied with how the game went for me. The instructions before the game were clear and understandable, so it made the game easy to play and win. The rules were fair for each player and there were no deviations from the rules of the game, which avoided any confusion.","I am satisfied with the number of times I got to play. The game can be too repetitive if played for many rounds. So the small amount I played, I enjoyed the game. I would play it again if the opportunity arose, but maybe with more players and moving parts.","I am satified with the money I made from the game. It is a simple game, I was not expecting to be paid much. When I play a game, I play for entertainment so I do not ever expect to be paid to play a game, so I am very satisfied that I got money for playing a game.","At first, the treasurer's behavior was confusing to me, as they were passing the ball to SP2 more times than me. After a while, I saw they were playing fair in the number of times the ball was passed to each player. There is not much the treasurer could have done differently without being unfair.","SP2 played the game as it was intended, so I was not surprised. In fact, I appreciate that SP2 understood the rules and played fairly. They behaved well and resfectfully by following the rules pf the game and not trying to cheat the gamr. I definetly met my expectations while playing the game.","I am very satisfied with how they handled the game and how fair it was to me and SP2. They made playing the game satisfying for me with the fair amount of times the ball was played to both players. There was no cheating or favouritism which is honourable quality.",1
"12","not at all because i didn't get enough opportunities like the other player did because the treasurer intentionally threw the ball to the other player player way more times than he threw to me so that was obviously very unfair and seems very intentional and not just a accident or just a chance of it happening","i wasn't satisfied at all because again i didn't get enough opportunities like the other player because the treasurer threw to the other players way more times than he threw to me so that was obviously very unfair and seems very intentional and not just a accident or just a chance of it happening","it depends on if they give me the 0.10 cents but if not then yeah I'm not satisfied at all because again i didn't get enough opportunities like the other player because the treasurer threw to the other players way more times than he threw to me so that was obviously very unfair and seems very intentional and not just a accident or just a chance of it happening","i disliked his behavior because he intentionally threw to the other player more so he didn't even try to make it fair he know what he did was obviously very unfair and was very intentional on his part and not just a random accident that he make a excuse for ","he didn't do anything wrong he was just playing the game and didn't make the rules or choose how often he get thrown to it was all on the treasurer for intentionally throwing to him making it obviously very unfair and was very intentional on his part which ruin the game","He probably wouldn't care because he intentionally made it unfair from the beginning because he knew the rules and what he was suppose to do but instead he intentionally threw the ball to one player the whole time making it obviously very unfair and was very intentional on his part which ruin the game",3
"12","I was not satisfied with with how the game was being played because the treasurer and sp2  were passing the same to each then me I felt I was ignored and not part of the game which i feel was extremely unfair and game wasn't played fairly at all .","I most definitely was not pleased with the amount I made compared to the other people I hardly had the ball come over to my side to even play the game it just felt was a person watching the game being played and not included I was not satisfied with the play time i got ","No I am not pleased with the amount I made because I feel if the game was played more fairly both players bonus's would have been similar and not 4 for me and 12 for the other people which is totally unfair I barely made any bonus at all times","The way the treasurer behaved during the game was not right I didn't feel I was treated right and disliked his behaviour towards me it most definitely did not meet my expectations in any sense and it definitely didn't meet my expectations and I don't see what I could have done differently if the ball wasn't passed to me much","SP2 behaviour during the game wouldn't have made no difference to me as the ball was meant to be passed from the treasurer sp2 behaved the way a player would when playing a game for a good bonus amount i don't feel i could have done anything differently during the game ","If I could speak to the treasurer I would ask why the game wasn't played fairly what reasons did you have to not pass me the ball the same way the ball was passed to sp2 more why was this decision made that way and what was there thought process ",2
"8","No I was not completely satisfied as I was expecting SP2 to throw the ball to me (SP1) at some point during the game, which would have won me extra bonus points. Otherwise I am satisfied in the sense that I had a fair share of the number of throws. ","No I would have preferred to have more play time as this would have led to more points and hence more bonus money. However this is on the basis that there still would be an equal amount of throws between SP1 and SP2 and the Treasurer, as opposed to for example the Treasurer throwing more to SP2.","Yes in general as I wasn't expecting there to be any bonus money when I started the survey, therefore any amount of money has been viewed positively. However the game felt quite short once I knew there were extra points to be earned, and therefore would have liked it to be longer. ","I am satisfied with the behaviour of the Treasurer in the game in the sense that I had a fair share of the number of throws and therefore the Treasurer was not showing any form of bias between me, SP1 and SP2. I wish there had been more throws overall. ","The behaviour of SP2 during the game did not meet my expectations as I was expecting that SP2 would at some point throw the ball to me to mix up the game. I therefore wish they had thrown the ball to me as it would have given me extra points.","I would say to the Treasurer in the game to throw the ball at a quicker speed so that both myself and SP2 had more chances to earn points overall. Otherwise I was generally happy with the Treasurer and I would announce that the allocation of throws was fair between the two players.",1
"12","No, I was not very satisfied with how the game went. The game didn't seem fair to the players, somehow favoring one over the other. My opponent was more favored. The other player had more chances to earn more money/ points than I go through out the game receiving more balls from the treasurer.","No, I was not very satisfied with how much I go to play. The treasurer seemed not to pass the ball to me most of the time giving my opponent man chances, my interactions with the game were minimal. The game seemed one sided and the opponent got to win the game eventually","Yes and no. For the amount of play that was given to me the money was just okay but a much more fair game where the treasure would give equal chances to every player would be great. The players should also have a chance to determine how may thrown each one gets","The treasurer as a neutral party to the game didn't meet my expectations. The treasurer seemed to not give me a chance of winning the game. They repeatedly gave many chances to my opponent making it almost impossible for me to have any chance of winning the game. They should try and give equal chances to each player","The player seemed a bit selfish not passing the ball to me at all despite the many times he got it. He didn't meet my expectations in that thought. Overall though, the game was great and the player was just doing what most people would do, giving their best to get the best","I would tell the treasurer that they should be more fair to the game distribution, they should give equal chances to the players because they seemed to be a bit biased and gave the better chances mostly to my opponent. The decisions the treasurer made affected y points and overall affected the amount I would get.",3
"12","No because it did not seem fair, as player 2 had objectively more chances to receive the ball compared to me. Player 2 also did not throw me the ball to account for the fact that they were getting more chances. I wish I had the same amount of chances as player 2.","No I am not satisfied with how much I got to play. Again, the rules were not equitable for both players. It was clear that there was some bias to player 2, and I did not receive the ball as many times. I would have liked more balls to be able to make the same amount.","I am not satisfied with how much money I made. It was minimal. Additionally, the fact that I had no semblance of choice made me feel even more dissatisfied with the amount of money I made. The actual monetary amount matters, but I think the fairness of the game would matter more and influence how I perceived the relative value of my earnings.","The treasurer was clearly biased to the second player. I did not like the bias. It did not meet my expectations. I wish the treasurer provided me the same amount of chances to receive the ball. I did not have to necessarily get more chances than SP2, but just the same amount.","SP2's behavior was ultimately selfish and I did not like it, but I understand it. I wish they had distributed the ball to me sometimes, given they saw that the treasurer was not tossing the ball to me as much as they were to SP2. I understand the selfish nature.","You ultimately are responsible for my relatively smaller monetary reward. You unfairly tossed the ball more times to SP2 than to me. I was not even given the choice. It made me feel like I was worth less than SP2. I am curious why you would not give me equal opportunity.",3
"8","The treasurer was really fair, so I feel satisfied with how it turned out. I kind of expected the treasure and SP2 to just exclude me coming into this, so I was pleasantly surprised with how the game actually went. it could have gone really differently if the treasurer had played differently.","Yes, it seemed really equitable. I mean, a part of me would have liked to get the ball even more, but I think the even number of tosses to each player resulted in me actually being most satisfied as I finished playing the game. So I do feel satisfied with how much I got to play.","I mean, I am always interested in more money, so mixed? In the context of the game, I am satisfied because i don't feel like I was disadvantaged relative to SP2, and a .40 bonus is reasonable enough. But it was kind of tedious because of how slow the play was,","The treasurer was  very fair. Coming into the game, I worried that they wouldn't pass the ball to me, but that ended up not being the case. They handled things as fairly as they could have, and I admire that, so I appreciate them playing the game as they did.","They did what I did, so no complaints there. I think SP2 approached the game really rationally, as did I. There wouldn't be any advantage to tossing the ball to me, so I totally get why they didn't. And because the treasurer was fair, nobody was excluded from the game.","Thanks! Appreciate you keeping things fair. Coming into the game, I worried that you wouldn't pass the ball to me, but that ended up not being the case. You handled things as fairly as you could have, and I admire that, so thank you for playing the game as you did.",1
"8","Not really as there was an error and I had to play the game and do this part all over again. This is my second time trying to write my impressions of the game. Other than that it was okay overall. Just disappointed that there was an issue at the end. ","Yes I am satisfied but the game should have told me how many rounds before starting. It was very vague as to what was going to happen after starting. I would include a few more instructions next time for other players. I think something that simple should have gone around 20 rounds. ","I think there should be more incentive to earn points. It didn't make sense as to why I would need to pass to the other player since I would nit earn any points that way. Maybe word the instructions in another way so I think I should pass to them. ","It seemed like it was very fair and even for both player 1 and player 2. The treasurer Passed the ball evenly to both players and I didn't mind their behavior during the game. I wish the passing would be a bit faster but that was not expected on my end. ","I have nothing bad to say about their behavior but I didn't understand what the point was for them to try and pass the ball to me. Lots of that aspect of the game felt a bit pointless but maybe I missed something. Just didn't seem necessary for that action ","I would ask them basic questions like why do I need to pass to player 2 anyway if I don't earn points that way. I would ask why they are going so slow as well. The waiting game was too much for such a small game. Something that basic should have been faster. ",1
"12","Not really, I feel like the Treasurer wasn't fair at all. It made me really sad, it felt like being on the playground again at school where I am trying to play with others but they would not pass the ball to me. I don't understand why not passing me the ball more.","Absolutely not. I do not understand why I was not given equal opportunities to earn points. Unless the Treasurer received more points by favoriting one of the players, I really do not know why they would do this. It does not make sense. I could not have made a player feel this bad if I was the Treasurer.","I am happy to receive a bonus, whatever the amount is so of course, I am happy with the extra but I would be happier if the outcome was more fair and we both earned $0.40 instead. However, I am happy for SP2 to bag the bonus as well, I am not greedy.","Honestly, I am disappointed because the Treasurer's behavior was not fair but what is fair in life? Not much. I don't think I could have done anything differently. The only player that had any power was the Treasurer so sadly, it is what it is. I guess we could say that the game portrayed real life perfectly.","There is nothing SP2 could have done any differently. We were told that we have to throw the ball to the Treasurer and that we are not allowed to pass the ball to each other. We were both following the rules so I have no bad feelings towards SP2 at all.","I would tell the Treasurer that I am disappointed by their behavior because there was no need to do this. They could have been very fair and throw the ball to each player the same amount of times, allowing them to collect the same amount of points and everyone would have been happy.",2
"12","no i am not satisfied, i did not receive the ball very much during the game, the other two players more or less played the game between themselves and did not really include me in the game at all, i did not think this was an even game that was played.","no i am very dissatified with the way the game was played, it was not played equally between all three of the players, the ball tossing was not evenly distributed and one player was heavily disadvantaged so they had not a good chance to earn any bonus points in the game","again, no I am not satified with how much money i made but then i had no choice as the ball was not passed to me so there was not an oppertunity to earn or make any more rewards so there was not a lot that i could do about it","no the treasurer did not play the game in the spirit of sportsmanship, he definitely favoured one playver over the other and i think they should have thrown the ball evenly between both players this would have bee the fairest way to play the game i think, so no i was not satisfied with the treasurer","player sp2 played the only way they could play becuase the only way they could earn money was to throw the ball back to the treasurer and if they passed it to me sp 1 then they would have made no money so they had no choice but to pass it back to teh treasure if they wanted to make money","I would have told him to play the game more fairly and just take it in turns with each player and took turns throwing to them so they could both earn the same amount of money. as he was not amaking any money anway so it would have been the fairest thing to do",3
"6","I’m reasonably satisfied with the outcome. I’d preferred if player2 passed more often but I cannot influence their behaviour.  The outcome could have been a lot worse so I cannot complain too much. I got a good enough look in with ball time in the game as to be just trailing player 2 by a small margin. ","Yes reasonable performance but verging on being disappointed with the outcome. I would have preferred slightly more time on the ball but I cannot influence their behaviour in the game, after all I only trailed the other player only by a small margin. So I’m quite contented thus far in the game. ","I am indeed satisfied as I’m grateful for any money I had the chance to earn. I would love to earn more money but I’m pretty content with my earning thus far. If player 2 passed a little more I could be on a par with his earning also so I guess there’s that..","The treasurer didn’t strike me as having any unfair behaviour or doing the other player any favours during the game either. Therefor I’m quite pleased how they managed the game, obviously I’d like more passed but I guess that’s luck of the draw if I will get more or not.","SP2 felt a little unfair towards me if I’m honest but that could just be my own perception of the game as it unfolded. I guess they will be trying to maximise their own success as they have loyalty to myself when taking part in the game.  Not too bad after all being said. ","I would say let’s have more time on the ball, make it fair distribution of the ball so we can all get a fair outcome. The game have negligible effect on me but it could be played out slightly better in my opinion. Maybe don’t pass to SP2 at all and maximise my outcome! ",4
"8","Yes. In the end we ended up with the same amount of points due to the other person sending me the ball three times when they didn't have to, which was unexpected since it took the potential for more points away from them. Even though I had no control over receiving the ball, I like how it worked out evenly. ","Yes, I am satisfied. I ended up being able to throw the ball eight times due to the treasurer sending it my way five times and the other person sending me the ball three times. I didn't feel left out since it was always made up for if the treasurer passed over me by the other person. ","Yes. I was expecting when the other person got the ball first, they would just throw it back and forth with the treasurer and I would be left out. I was not expecting to end up with the same amount of points and money in the end. I wouldn't want more than the other person since they played fairly. ","I feel like the treasurer favored the other player so I disliked that since I had no control over it. I was kind of expecting it to go that way. I was hoping they would have thrown it to me just as many times as he did to the other person. ","Yes I liked how they behaved. They actually exceeded my expectations by passing the ball to me when they knew they wouldn't get any points for that. They could've gotten more points than me and chose to even it out instead so I am impressed by their selfless behavior. There isn't anything I wished they would've done differently. ","I would just tell them to play an even handed game next time. We count on the treasurer to be fair and there isn't anything we can do to influence where they throw the ball. We are both worthy receivers and are doing the same job of catching and should get the same amount thrown to us. ",4
